num_urls,suspicious_urls,sender_name_length,phishing_words,special_char_density,sender_domain_encoded,receiver_domain_encoded,label
24,0,25,0,0.05909558067831449,8915,377,1
24,0,22,0,0.058703420112302195,8659,377,1
4,0,29,0,0.03811659192825112,15730,566,0
0,0,23,0,0.058823529411764705,7998,651,0
0,0,23,0,0.06929637526652452,7998,651,0
1,0,15,0,0.03488372093023256,8557,799,0
3,0,21,0,0.034739454094292806,11683,677,0
3,0,21,0,0.0391156462585034,11683,677,0
29,0,34,0,0.03331171988977144,9751,377,0
3,0,21,0,0.027765912003417343,11683,677,0
0,0,21,0,0.05970149253731343,16612,377,1
3,0,21,0,0.03966844286560095,11683,677,0
0,0,19,0,0.027450980392156862,9083,711,0
1,0,25,0,0.040498442367601244,6328,377,1
0,0,21,0,0.014018691588785047,14501,377,1
2,0,20,0,0.035523978685612786,7383,813,0
1,0,19,0,0.025735294117647058,4489,377,1
2,0,21,0,0.04217687074829932,11683,677,0
0,0,27,0,0.017543859649122806,9146,377,1
24,0,23,0,0.058703420112302195,13103,377,1
0,0,21,0,0.009404388714733543,3436,377,1
24,0,26,0,0.058703420112302195,7034,377,1
24,0,25,0,0.058703420112302195,16743,377,1
0,0,25,0,0.025210084033613446,11468,377,1
1,0,31,0,0.06557377049180328,7241,377,1
4,0,27,0,0.02411873840445269,7383,711,0
1,0,33,0,0.05521472392638037,1590,377,1
24,0,29,0,0.058703420112302195,7436,377,1
1,0,19,0,0.029315960912052116,4489,377,1
2,0,21,0,0.04088586030664395,11683,677,0
1,0,39,0,0.06451612903225806,1595,377,1
24,0,27,0,0.058703420112302195,1172,377,1
1,0,32,0,0.05333333333333334,1315,377,1
1,0,29,0,0.05844155844155844,1078,377,1
0,0,21,0,0.028985507246376812,6512,377,1
0,0,19,0,0.13025641025641024,6834,200,0
1,0,27,0,0.031007751937984496,7242,377,1
24,0,22,0,0.058703420112302195,197,377,1
1,0,22,0,0.02413793103448276,1893,377,1
1,0,7,0,0.028846153846153848,10703,377,1
0,0,29,0,0.044989775051124746,9944,571,0
0,0,22,0,0.013761467889908258,4497,377,1
24,0,24,0,0.058703420112302195,5093,377,1
0,0,5,0,0.0523280649295173,9233,614,0
5,0,27,0,0.05583195135433942,7383,711,0
2,0,12,0,0.04262672811059908,1220,364,0
24,0,22,0,0.05906522855675398,154,377,1
2,0,19,0,0.039938556067588324,12171,364,0
3,0,27,0,0.053712480252764615,7383,48,0
2,0,21,0,0.05234795996920708,11683,677,0
0,0,30,0,0.06936936936936937,7383,536,0
0,0,32,0,0.014084507042253521,16719,377,0
1,0,17,0,0.029411764705882353,7709,377,1
11,0,16,0,0.07883122812357328,9491,512,0
0,0,8,0,0.021546261089987327,7615,377,1
0,0,25,0,0.03441295546558704,14828,377,1
24,0,26,0,0.058703420112302195,482,377,1
24,0,27,0,0.058703420112302195,9949,377,1
1,0,30,0,0.04477611940298507,16389,377,1
0,0,31,0,0.008888888888888889,4429,377,1
0,0,24,0,0.02349869451697128,10908,377,1
13,0,33,0,0.03509185115402732,10652,377,0
24,0,26,0,0.058703420112302195,5739,377,1
0,0,28,0,0.013605442176870748,3317,377,1
24,0,30,0,0.05911076843998972,11203,377,1
1,0,36,0,0.025,5883,377,1
24,0,26,0,0.058703420112302195,13458,377,1
3,0,10,0,0.0507910074937552,12173,711,0
1,0,28,0,0.03953488372093023,4828,377,1
1,0,27,0,0.033112582781456956,7334,377,1
2,0,41,0,0.029906542056074768,4230,220,0
0,0,26,0,0.025630072618539085,15869,799,0
24,0,27,0,0.058703420112302195,7034,377,1
4,0,24,0,0.06239737274220033,7383,661,0
0,0,24,0,0.026392961876832845,13184,690,0
1,0,18,0,0.07233065442020666,7383,364,0
3,0,20,0,0.04225352112676056,3287,711,0
0,0,29,0,0.04421768707482993,9944,571,0
0,0,20,0,0.02880658436213992,6311,377,0
0,0,23,0,0.07072368421052631,7998,651,0
0,0,26,0,0.112,3086,377,1
24,0,22,0,0.058703420112302195,1285,377,1
1,0,9,0,0.034482758620689655,10703,377,1
5,0,14,0,0.04381049414161997,1036,377,0
1,0,9,0,0.04477611940298507,10703,377,1
24,0,33,0,0.058703420112302195,736,377,1
1,0,33,0,0.04697986577181208,1431,377,1
24,0,26,0,0.058703420112302195,6213,377,1
2,0,14,0,0.025346763540290623,1036,377,0
1,0,25,0,0.017094017094017096,9120,377,1
1,0,29,0,0.03225806451612903,841,377,1
3,0,25,0,0.041916167664670656,3739,377,1
3,0,25,0,0.04665314401622718,3739,377,1
1,0,33,0,0.02100840336134454,4127,377,1
24,0,27,0,0.058703420112302195,642,377,1
1,0,25,0,0.042930202405820066,4540,517,0
12,0,25,0,0.055300947143293616,7450,372,0
10,0,43,0,0.055347091932457786,7450,372,0
0,0,22,0,0.052941176470588235,4104,799,0
1,0,15,0,0.03715170278637771,8557,799,0
0,0,18,0,0.12374581939799331,4163,615,0
1,0,4,0,0.041474654377880185,11856,130,0
0,0,38,0,0.026140894993354008,14532,377,0
1,0,18,0,0.1,7414,377,1
2,0,26,0,0.0487186707969586,13457,798,0
1,0,25,0,0.046907116121075745,4540,517,0
0,0,19,0,0.012903225806451613,8145,377,1
1,0,26,0,0.06823027718550106,268,377,1
24,0,26,0,0.05906522855675398,11421,377,1
24,0,22,0,0.05908040071923966,11421,377,1
24,0,21,0,0.058703420112302195,14653,377,1
0,0,18,0,0.0,14135,377,1
0,0,26,0,0.03260869565217391,14292,377,1
2,0,15,0,0.03133640552995392,8557,799,0
3,0,20,0,0.05625,3287,711,0
0,0,24,0,0.05059203444564048,5778,677,0
5,0,24,0,0.08618654073199528,2448,364,0
0,0,25,0,0.0196078431372549,10647,377,1
2,0,26,0,0.062133072407045006,13457,798,0
2,0,14,0,0.022839825559908346,1036,377,0
1,0,25,0,0.046130952380952384,4540,517,0
0,0,35,0,0.059498956158663886,7383,264,0
1,0,20,0,0.07086614173228346,12641,377,1
5,0,25,0,0.04224086279209107,16263,377,0
24,0,27,0,0.058703420112302195,12886,377,1
24,0,26,0,0.058703420112302195,6290,377,1
1,0,33,0,0.022613065326633167,15125,377,1
1,0,34,0,0.04220779220779221,13369,377,1
1,0,45,0,0.020080321285140562,15200,377,1
1,0,34,0,0.040268456375838924,4853,377,1
1,0,24,0,0.046242774566473986,7118,377,1
0,0,27,0,0.010033444816053512,3692,377,1
1,0,25,0,0.04370530582022954,4540,517,0
24,0,27,0,0.058703420112302195,8160,377,1
1,0,15,0,0.030927835051546393,10703,377,1
1,0,25,0,0.044506557729520536,4540,517,0
24,0,29,0,0.058703420112302195,13923,377,1
0,0,5,0,0.05030674846625767,7615,776,0
0,0,23,0,0.06133333333333333,7998,651,0
1,0,15,0,0.0546218487394958,8557,799,0
1,0,15,0,0.04643962848297214,8557,799,0
2,0,25,0,0.05107913669064748,8436,536,0
4,0,27,0,0.034200213751335945,11388,377,0
11,0,14,0,0.04432113988217564,16677,938,0
1,0,29,0,0.023121387283236993,2148,377,1
0,0,13,0,0.024456521739130436,16033,377,1
1,0,25,0,0.04097622232535284,4540,517,0
1,0,13,0,0.01812688821752266,11894,377,1
24,0,26,0,0.058703420112302195,4029,377,1
24,0,33,0,0.058703420112302195,440,377,1
0,0,4,0,0.03876316379117186,9474,614,0
24,0,24,0,0.058703420112302195,10504,377,1
24,0,27,0,0.058703420112302195,7029,377,1
2,0,10,0,0.043478260869565216,10703,377,1
0,0,24,0,0.03330462245190927,4225,698,0
1,0,21,0,0.02459016393442623,12870,377,1
1,0,21,0,0.02857142857142857,10064,377,1
2,0,27,0,0.023112480739599383,7383,377,1
1,0,21,0,0.04,12870,377,1
2,0,23,0,0.032093362509117436,9944,571,0
0,0,19,0,0.02608267716535433,5748,377,0
8,0,27,0,0.02334107295612856,7383,711,0
2,0,15,0,0.02962515114873035,8557,799,0
4,0,20,0,0.06330950160605119,9493,517,0
1,0,25,0,0.04495151169423845,4540,517,0
4,0,16,0,0.08857979502196194,7383,536,0
24,0,26,0,0.05909558067831449,8441,377,1
84,0,14,0,0.042286794235766596,1036,377,0
1,0,8,0,0.02727272727272727,10703,377,1
1,0,22,0,0.07258064516129033,9505,539,0
24,0,26,0,0.058703420112302195,1902,377,1
24,0,26,0,0.058703420112302195,8152,377,1
2,0,35,0,0.025027203482045703,5587,220,0
24,0,27,0,0.058703420112302195,2298,377,1
24,0,31,0,0.058703420112302195,10166,377,1
24,0,28,0,0.05908040071923966,1944,377,1
24,0,27,0,0.058703420112302195,792,377,1
24,0,26,0,0.058703420112302195,6650,377,1
4,0,15,0,0.05136702568351284,8557,799,0
1,0,18,0,0.03571428571428571,13768,377,1
24,0,22,0,0.058703420112302195,822,377,1
0,0,22,0,0.03,8747,377,1
4,0,31,0,0.031106578276389598,7383,711,0
1,0,22,0,0.016778523489932886,6756,377,1
24,0,29,0,0.058703420112302195,4076,377,1
24,0,26,0,0.058703420112302195,12427,377,1
0,0,16,0,0.023117569352708058,7383,698,0
24,0,29,0,0.058703420112302195,1364,377,1
1,0,20,0,0.05972045743329098,7840,536,0
24,0,26,0,0.05909558067831449,1944,377,1
1,0,25,0,0.045142650776453595,4540,517,0
24,0,26,0,0.05911076843998972,15329,377,1
24,0,31,0,0.05906522855675398,7571,377,1
5,0,35,0,0.038923395445134575,7447,364,0
14,0,28,0,0.04204660587639311,6098,377,0
1,0,25,0,0.03948772678762007,8436,536,0
0,0,6,0,0.11764705882352941,10439,799,0
8,0,25,0,0.10155535224153706,13686,104,0
24,0,22,0,0.059050064184852376,11075,377,1
0,0,35,0,0.08472553699284009,7383,677,0
24,0,27,0,0.059050064184852376,10309,377,1
24,0,27,0,0.059050064184852376,10737,377,1
24,0,28,0,0.059050064184852376,7810,377,1
1,0,25,0,0.048258766142897126,4540,517,0
24,0,24,0,0.058703420112302195,2102,377,1
1,0,29,0,0.04285714285714286,9148,377,1
24,0,28,0,0.058703420112302195,12017,377,1
0,0,6,0,0.11702127659574468,10439,799,0
24,0,30,0,0.058703420112302195,2278,377,1
24,0,26,0,0.058703420112302195,11983,377,1
24,0,26,0,0.05888376856118792,6632,377,1
24,0,27,0,0.05906522855675398,12680,377,1
24,0,22,0,0.059050064184852376,5782,377,1
24,0,22,0,0.05906522855675398,142,377,1
1,0,22,0,0.028985507246376812,1893,377,1
24,0,27,0,0.059050064184852376,5575,377,1
24,0,22,0,0.059050064184852376,11457,377,1
24,0,32,0,0.058703420112302195,16592,377,1
24,0,26,0,0.058703420112302195,558,377,1
1,0,22,0,0.042105263157894736,1893,377,1
0,0,6,0,0.11764705882352941,10439,799,0
0,0,32,0,0.023138832997987926,7383,938,0
0,0,35,0,0.023519163763066203,10909,377,0
0,0,35,0,0.02956989247311828,10909,377,0
121,0,30,0,0.05563485708317376,6083,377,0
0,0,6,0,0.12021857923497267,10439,799,0
1,0,22,0,0.03460207612456748,1893,377,1
1,0,22,0,0.020710059171597635,1893,377,1
24,0,30,0,0.058703420112302195,10481,377,1
24,0,29,0,0.059050064184852376,247,377,1
24,0,25,0,0.059050064184852376,12828,377,1
24,0,27,0,0.059050064184852376,5038,377,1
0,0,22,0,0.012552301255230125,3723,377,1
24,0,30,0,0.059050064184852376,11148,377,1
0,0,31,0,0.031578947368421054,14859,377,1
24,0,27,0,0.058703420112302195,5718,377,1
0,0,21,0,0.05509641873278237,14285,536,0
1,0,21,0,0.0410958904109589,6841,377,1
24,0,27,0,0.058703420112302195,1754,377,1
1,0,8,0,0.03125,10703,377,1
0,0,23,0,0.0359375,1974,799,0
0,0,24,0,0.057971014492753624,13424,377,1
1,0,10,0,0.02631578947368421,10703,377,1
1,0,8,0,0.05714285714285714,11031,377,1
2,0,19,0,0.041916167664670656,13768,377,1
21,0,16,0,0.05248917748917749,8842,377,0
24,0,27,0,0.059050064184852376,8337,377,1
24,0,21,0,0.05914116739521728,10867,377,1
24,0,27,0,0.059050064184852376,6628,377,1
1,0,25,0,0.051313628899835796,4540,517,0
0,0,6,0,0.05211406096361849,11910,389,0
0,0,29,0,0.045064377682403435,9944,571,0
5,0,16,0,0.048132922233641656,9491,512,0
24,0,27,0,0.059050064184852376,10796,377,1
24,0,26,0,0.05908040071923966,14504,377,1
1,0,18,0,0.04904306220095694,4588,799,0
24,0,26,0,0.059050064184852376,5633,377,1
24,0,26,0,0.058703420112302195,9945,377,1
24,0,26,0,0.05909558067831449,1720,377,1
4,0,33,0,0.04072790294627383,12156,364,0
1,0,6,0,0.05472636815920398,9264,377,1
24,0,27,0,0.058703420112302195,281,377,1
0,0,22,0,0.0,4673,377,1
3,0,21,0,0.03363914373088685,6028,220,0
1,0,38,0,0.015037593984962405,6348,377,1
0,0,23,0,0.010452961672473868,15186,377,1
1,0,30,0,0.035398230088495575,10597,377,1
0,0,23,0,0.04358013120899719,7998,651,0
1,0,8,0,0.041666666666666664,10703,377,1
24,0,26,0,0.059050064184852376,4508,377,1
24,0,32,0,0.059050064184852376,7842,377,1
1,0,34,0,0.03768115942028986,6948,377,1
24,0,22,0,0.05906522855675398,10125,377,1
24,0,24,0,0.059050064184852376,2490,377,1
0,0,23,0,0.05429497568881685,7998,651,0
24,0,27,0,0.059050064184852376,1096,377,1
0,0,23,0,0.053085143054119266,7998,651,0
2,0,31,0,0.03423566878980892,7383,708,0
0,0,23,0,0.06635802469135803,7998,651,0
0,0,23,0,0.056896551724137934,7998,651,0
3,0,26,0,0.06257110352673492,8681,377,0
2,0,28,0,0.04725609756097561,12951,711,0
24,0,26,0,0.059050064184852376,10101,377,1
24,0,22,0,0.059050064184852376,5714,377,1
24,0,27,0,0.059050064184852376,16736,377,1
24,0,26,0,0.059050064184852376,6140,377,1
24,0,27,0,0.059050064184852376,1276,377,1
1,0,15,0,0.03696098562628337,8557,799,0
1,0,37,0,0.0375,12396,377,1
0,0,30,0,0.028070175438596492,15070,377,1
0,0,26,0,0.016666666666666666,4635,377,1
1,0,15,0,0.046826222684703434,8557,799,0
1,0,36,0,0.011049723756906077,5731,377,1
1,0,21,0,0.04411764705882353,918,377,1
24,0,27,0,0.058703420112302195,8699,377,1
0,0,28,0,0.015625,15240,377,1
1,0,15,0,0.038461538461538464,13768,377,1
2,0,31,0,0.05519176800748363,7383,767,0
24,0,22,0,0.059050064184852376,8290,377,1
1,0,24,0,0.03180212014134275,10791,377,1
0,0,17,0,0.009302325581395349,7027,377,1
24,0,28,0,0.05906522855675398,9191,377,1
1,0,30,0,0.023121387283236993,12657,377,1
24,0,27,0,0.05911076843998972,5661,377,1
0,0,23,0,0.05555555555555555,945,156,0
1,0,38,0,0.03116883116883117,1836,377,1
2,0,8,0,0.05291005291005291,13479,799,0
2,0,21,0,0.04895104895104895,13768,377,1
0,0,26,0,0.018311291963377416,12502,698,0
0,0,32,0,0.024142757172848146,16759,377,0
2,0,15,0,0.04541062801932367,8557,799,0
24,0,28,0,0.05906522855675398,7034,377,1
36,0,8,0,0.05589262732119875,6308,377,0
24,0,26,0,0.059050064184852376,16570,377,1
1,0,36,0,0.01934782608695652,9504,377,0
2,0,30,0,0.018656716417910446,7383,711,0
1,0,20,0,0.023846153846153847,8282,799,0
1,0,5,0,0.052884615384615384,7723,377,1
24,0,32,0,0.05906522855675398,1552,377,1
24,0,22,0,0.059050064184852376,3475,377,1
24,0,27,0,0.058703420112302195,179,377,1
24,0,26,0,0.059050064184852376,10489,377,1
0,0,22,0,0.0136986301369863,4612,377,1
28,0,14,0,0.034003596534248816,1036,377,0
24,0,29,0,0.058703420112302195,6714,377,1
2,0,9,0,0.03535353535353535,10703,377,1
24,0,20,0,0.058703420112302195,9077,377,1
1,0,50,0,0.02262443438914027,9504,377,0
0,0,34,0,0.03125,10055,377,1
24,0,22,0,0.058703420112302195,11890,377,1
24,0,32,0,0.058703420112302195,4114,377,1
1,0,12,0,0.03225806451612903,10703,377,1
4,0,30,0,0.0268644747393745,9504,377,0
1,0,17,0,0.024390243902439025,13768,377,1
1,0,10,0,0.04225352112676056,10703,377,1
24,0,28,0,0.058703420112302195,5718,377,1
1,0,19,0,0.02127659574468085,3049,377,1
24,0,27,0,0.059050064184852376,661,377,1
1,0,6,0,0.04709141274238227,11910,698,0
24,0,30,0,0.05909558067831449,6247,377,1
0,0,19,0,0.0196078431372549,4549,377,1
4,0,40,0,0.023177412557943533,9504,377,0
1,0,22,0,0.018970189701897018,16040,711,0
0,0,6,0,0.05025125628140704,11910,698,0
0,0,20,0,0.0776173285198556,7383,938,0
1,0,34,0,0.02182952182952183,9504,377,0
1,0,32,0,0.04803843074459568,947,698,0
24,0,26,0,0.059050064184852376,1056,377,1
24,0,26,0,0.05906522855675398,12811,377,1
0,0,35,0,0.04588607594936709,7383,677,0
1,0,40,0,0.019651741293532338,9504,377,0
24,0,29,0,0.058703420112302195,5718,377,1
24,0,29,0,0.058703420112302195,8937,377,1
0,0,23,0,0.00975609756097561,4434,377,1
1,0,28,0,0.03479576399394856,12408,729,0
0,0,28,0,0.03784295175023652,4063,698,0
2,0,10,0,0.0440251572327044,10703,377,1
1,0,22,0,0.04,13057,377,1
0,0,24,0,0.009345794392523364,4372,377,1
24,0,29,0,0.059050064184852376,15821,377,1
24,0,26,0,0.058703420112302195,12244,377,1
1,0,15,0,0.03398058252427184,8557,799,0
1,0,22,0,0.027777777777777776,768,377,1
6,0,14,0,0.03931203931203931,1036,377,0
24,0,28,0,0.058703420112302195,12613,377,1
0,0,22,0,0.08633504859919955,5022,713,0
1,0,9,0,0.03296703296703297,10703,377,1
24,0,22,0,0.058703420112302195,13247,377,1
0,0,25,0,0.031578947368421054,13958,377,1
0,0,6,0,0.05011389521640091,11910,698,0
1,0,23,0,0.03048780487804878,10100,377,1
2,0,14,0,0.035,13768,377,1
0,0,52,0,0.028664495114006514,10923,377,0
1,0,10,0,0.04225352112676056,10703,377,1
1,0,25,0,0.030612244897959183,8190,377,1
1,0,25,0,0.10062893081761007,15680,711,0
2,0,10,0,0.038461538461538464,10703,377,1
2,0,26,0,0.030136986301369864,5178,220,0
0,0,21,0,0.03258145363408521,7383,536,0
1,0,15,0,0.03773584905660377,8557,799,0
1,0,24,0,0.0983009708737864,10822,560,0
1,0,28,0,0.02976190476190476,12468,377,1
24,0,29,0,0.059050064184852376,13757,377,1
1,0,25,0,0.08911379906196001,15680,711,0
3,0,24,0,0.02542500376109523,10924,377,0
7,0,18,0,0.1002460024600246,7678,377,0
1,0,15,0,0.03592814371257485,8557,799,0
24,0,29,0,0.059050064184852376,527,377,1
24,0,29,0,0.05917159763313609,2437,377,1
1,0,36,0,0.029086132482642146,9504,377,0
2,0,20,0,0.038461538461538464,13768,377,1
1,0,12,0,0.031914893617021274,10703,377,1
3,0,15,0,0.053314121037463975,8557,799,0
2,0,14,0,0.03783783783783784,10703,377,1
2,0,12,0,0.04964539007092199,10703,377,1
1,0,25,0,0.023121387283236993,10191,377,1
53,0,26,0,0.10712021973378406,7776,563,0
1,0,31,0,0.025559105431309903,6544,377,1
1,0,9,0,0.030612244897959183,10703,377,1
0,0,31,0,0.03211009174311927,15398,377,1
1,0,23,0,0.045454545454545456,297,377,1
0,0,32,0,0.011194029850746268,14878,377,1
1,0,38,0,0.03950617283950617,8408,377,1
1,0,18,0,0.03571428571428571,8254,377,1
24,0,23,0,0.05906522855675398,108,377,1
1,0,10,0,0.045454545454545456,10703,377,1
24,0,26,0,0.059050064184852376,15925,377,1
0,0,28,0,0.011029411764705883,14596,377,1
1,0,11,0,0.046875,10703,377,1
15,0,28,0,0.07537176614381748,8203,377,0
0,0,23,0,0.011194029850746268,15072,377,1
1,0,33,0,0.018050541516245487,16665,377,1
0,0,22,0,0.028888888888888888,2941,377,1
1,0,24,0,0.021696252465483234,15107,377,1
1,0,17,0,0.03160270880361174,9092,536,0
1,0,30,0,0.010471204188481676,4187,377,1
1,0,37,0,0.04954954954954955,7057,377,1
1,0,17,0,0.026785714285714284,3464,377,1
1,0,22,0,0.03225806451612903,13768,377,1
0,0,25,0,0.022123893805309734,9519,698,0
1,0,17,0,0.05405405405405406,6181,377,1
24,0,29,0,0.05906522855675398,5931,377,1
24,0,27,0,0.058703420112302195,9553,377,1
24,0,26,0,0.058703420112302195,290,377,1
24,0,26,0,0.058703420112302195,6227,377,1
0,0,18,0,0.02,13215,377,1
2,0,14,0,0.04861111111111111,13768,377,1
24,0,30,0,0.058703420112302195,8782,377,1
1,0,13,0,0.026706231454005934,11894,377,1
1,0,25,0,0.11630526612221909,15680,711,0
0,0,23,0,0.0,5768,377,1
1,0,41,0,0.08974358974358974,6988,377,1
15,0,46,0,0.06829878981777716,8203,377,0
0,0,16,0,0.029880478087649404,15167,377,0
0,0,12,0,0.05172413793103448,11448,545,0
1,0,34,0,0.04448398576512456,4278,698,0
0,0,35,0,0.023316062176165803,7447,364,0
1,0,10,0,0.041666666666666664,10703,377,1
4,0,9,0,0.031331592689295036,7194,220,0
0,0,13,0,0.016042780748663103,5855,220,0
2,0,2,0,0.05786802030456853,1836,799,0
24,0,27,0,0.059050064184852376,12434,377,1
1,0,20,0,0.04060913705583756,9310,377,1
1,0,32,0,0.06870229007633588,1755,377,1
1,0,39,0,0.06428571428571428,1070,377,1
2,0,17,0,0.041176470588235294,13768,377,1
24,0,29,0,0.058703420112302195,1072,377,1
24,0,22,0,0.058703420112302195,4454,377,1
24,0,30,0,0.058703420112302195,8369,377,1
0,0,26,0,0.03764921946740129,7064,536,0
1,0,36,0,0.010582010582010581,4358,377,1
2,0,20,0,0.04294478527607362,925,377,1
2,0,26,0,0.041237113402061855,13457,798,0
0,0,26,0,0.03130148270181219,11624,377,1
24,0,22,0,0.058703420112302195,9516,377,1
0,0,34,0,0.021608040201005024,4666,377,0
4,0,34,0,0.02773497688751926,9504,377,0
1,0,32,0,0.03217821782178218,11162,377,1
0,0,25,0,0.04612850082372323,9519,698,0
0,0,40,0,0.059447983014861996,16734,799,0
0,0,21,0,0.049389567147613764,5265,536,0
0,0,25,0,0.05333333333333334,1836,799,0
1,0,25,0,0.11737891737891738,15680,711,0
1,0,29,0,0.053763440860215055,2130,799,0
3,0,24,0,0.0291005291005291,13077,377,0
0,0,29,0,0.055414012738853505,12731,799,0
1,0,30,0,0.01762114537444934,5373,377,1
0,0,16,0,0.022222222222222223,16321,377,1
1,0,25,0,0.08721624850657109,15680,711,0
0,0,26,0,0.03983402489626556,12480,698,0
1,0,26,0,0.02973977695167286,9342,377,1
1,0,5,0,0.055,15783,377,1
24,0,29,0,0.058703420112302195,399,377,1
1,0,34,0,0.010526315789473684,9583,377,1
0,0,22,0,0.05679862306368331,5022,713,0
4,0,25,0,0.028916702632714716,8872,377,0
24,0,29,0,0.058703420112302195,214,377,1
1,0,24,0,0.022988505747126436,15941,377,1
24,0,27,0,0.058703420112302195,214,377,1
1,0,10,0,0.04838709677419355,10703,377,1
0,0,25,0,0.044326241134751775,6607,713,0
1,0,29,0,0.023305084745762712,15699,377,1
1,0,33,0,0.027522935779816515,6114,377,1
24,0,25,0,0.058703420112302195,13294,377,1
1,0,20,0,0.02710639259091936,9504,377,0
2,0,18,0,0.03417533432392273,2031,677,0
2,0,10,0,0.043478260869565216,10703,377,1
1,0,18,0,0.030612244897959183,382,377,1
0,0,15,0,0.0,13541,377,1
1,0,26,0,0.03463203463203463,10131,377,1
0,0,22,0,0.06891025641025642,5022,713,0
0,0,4,0,0.03197674418604651,11856,377,0
3,0,17,0,0.03711038664269827,10332,589,0
0,0,31,0,0.03333333333333333,7615,799,0
1,0,15,0,0.046218487394957986,8557,799,0
1,0,40,0,0.03742331288343558,8345,220,0
1,0,26,0,0.04036697247706422,9503,536,0
1,0,9,0,0.04477611940298507,10703,377,1
1,0,25,0,0.07089783281733746,15680,711,0
0,0,22,0,0.0,1708,377,1
1,0,13,0,0.025,10703,377,1
0,0,28,0,0.06755629691409508,4063,698,0
24,0,26,0,0.058703420112302195,681,377,1
24,0,23,0,0.058703420112302195,10797,377,1
24,0,27,0,0.058703420112302195,4328,377,1
1,0,32,0,0.05263157894736842,1316,377,1
1,0,15,0,0.045146726862302484,8557,799,0
1,0,5,0,0.057291666666666664,5870,377,1
5,0,58,0,0.04119891008174387,9490,377,0
24,0,25,0,0.058703420112302195,12702,377,1
1,0,9,0,0.03614457831325301,10703,377,1
1,0,37,0,0.04032258064516129,6545,377,1
2,0,25,0,0.06300288446940944,15680,711,0
24,0,28,0,0.058703420112302195,7507,377,1
24,0,30,0,0.058703420112302195,4049,377,1
24,0,27,0,0.058703420112302195,5032,377,1
1,0,25,0,0.07566462167689161,15680,711,0
1,0,14,0,0.031914893617021274,10703,377,1
24,0,20,0,0.058703420112302195,87,377,1
0,0,27,0,0.031180400890868598,9707,377,1
0,0,17,0,0.07322857989919952,16106,677,0
3,0,5,0,0.0595705379819903,15732,220,0
1,0,34,0,0.03571428571428571,16635,377,1
1,0,25,0,0.043478260869565216,12547,377,1
24,0,24,0,0.058703420112302195,16266,377,1
1,0,34,0,0.011695906432748537,16410,377,1
2,0,29,0,0.024844720496894408,15730,622,0
1,0,33,0,0.016670183583034397,9809,377,0
1,0,15,0,0.027149321266968326,8557,799,0
11,0,22,0,0.02891203069334064,9498,377,0
0,0,29,0,0.04132231404958678,15730,622,0
1,0,32,0,0.05563480741797432,947,698,0
2,0,15,0,0.03735144312393888,8557,799,0
2,0,21,0,0.040416798231765076,11683,677,0
1,0,32,0,0.03125,8925,377,1
1,0,25,0,0.07759060745278203,15680,711,0
